"","subID","N","sigma","H_true","H_subj","noise","lapse","H_subj_EST_avg","H_subj_EST_stder","noise_EST_avg","noise_EST_stder","lapse_EST_avg","lapse_EST_stder","pct_avg","pct_stder"
"391","50_110_0.05_0.05_0.01_0.15",50,110,0.05,0.05,0.01,0.15,0.0480433327473574,0.0103442221010768,0.405435545000015,0.186991534421939,0.0964498568570605,0.0246592161280352,0.716,0.0245492701860293
"401","50_110_0.05_0.05_0.5_0.15",50,110,0.05,0.05,0.5,0.15,0.0723475503784246,0.0321331238135864,0.34541805811907,0.129080282073132,0.0953454306783745,0.0208184395457463,0.746,0.0240462517291619
"411","50_110_0.05_0.05_1_0.15",50,110,0.05,0.05,1,0.15,0.120042431788355,0.0400725863258335,0.725042900352548,0.220068737444848,0.11873432778279,0.0381659422159084,0.652,0.0286278807381119
"421","50_110_0.05_0.05_1.5_0.15",50,110,0.05,0.05,1.5,0.15,0.0858462103476777,0.0450558677440481,1.04615754302604,0.433154925604249,0.184909269662308,0.0432425248433152,0.648,0.0213333333333333
"431","50_110_0.05_0.05_2_0.15",50,110,0.05,0.05,2,0.15,0.149858015256231,0.0486756158974535,1.5290586386327,0.587351122203739,0.152087651158368,0.0530715329667395,0.572,0.0133998341614945
"441","50_110_0.05_0.05_2.5_0.15",50,110,0.05,0.05,2.5,0.15,0.206391873147273,0.0629709461153335,1.57101510187276,0.773095592679516,0.256358992107184,0.0484262622261673,0.588,0.0225487127003837
"451","50_110_0.05_0.05_3_0.15",50,110,0.05,0.05,3,0.15,0.161643295260756,0.073984599415365,1.10598266271138,0.825753123001429,0.270467540718009,0.0472720958233517,0.558,0.0144376052184718
"461","50_110_0.05_0.05_3.5_0.15",50,110,0.05,0.05,3.5,0.15,0.304364645475811,0.0865614918003104,1.81382654745143,0.634660403780412,0.179907655332925,0.0641704133806121,0.578,0.0246666666666667
"471","50_110_0.05_0.05_4_0.15",50,110,0.05,0.05,4,0.15,0.487568946416298,0.114422993679089,0.805557700175003,0.351679996686265,0.20136235573709,0.0609329035678868,0.556,0.0190438091427809
"481","50_110_0.05_0.05_4.5_0.15",50,110,0.05,0.05,4.5,0.15,0.403256697662227,0.103180737448722,1.33811922959364,0.645168716092823,0.157159804889581,0.04683830759536,0.508,0.0263649599110469
"491","50_110_0.05_0.05_5_0.15",50,110,0.05,0.05,5,0.15,0.414096758310838,0.102420111155135,2.41149632351855,1.06731145248408,0.104328179178954,0.049361963355842,0.546,0.0225191276720727
"501","50_110_0.05_0.05_5.5_0.15",50,110,0.05,0.05,5.5,0.15,0.258336212125718,0.0667708978987949,0.37130426512168,0.355799111282108,0.295135625107712,0.0551225975842746,0.558,0.0164519502390041
"511","50_110_0.05_0.05_6_0.15",50,110,0.05,0.05,6,0.15,0.31455716130174,0.0893412553553053,0.703431019548093,0.450608027705667,0.229042024463919,0.0444466610563908,0.574,0.0202319878739914
"521","50_110_0.05_0.05_0.01_0.2",50,110,0.05,0.05,0.01,0.2,0.0805956574587881,0.0260417315250728,0.472976279619929,0.145334236409549,0.109874903318063,0.0264925081673932,0.704,0.0261278905896872
"531","50_110_0.05_0.05_0.5_0.2",50,110,0.05,0.05,0.5,0.2,0.0897954429319878,0.0318722140161636,0.553224341421234,0.204258140081924,0.186617263246213,0.0349058045919651,0.668,0.0158324561160506
"541","50_110_0.05_0.05_1_0.2",50,110,0.05,0.05,1,0.2,0.130424142667399,0.058054519945751,2.2474191221448,1.08072624075191,0.160625664294387,0.05064756049421,0.63,0.0204939015319192
"551","50_110_0.05_0.05_1.5_0.2",50,110,0.05,0.05,1.5,0.2,0.0887751564868849,0.0384504309852709,1.3771900747632,0.664189621962438,0.143942978509117,0.0422137138488765,0.634,0.0232952069462082
"561","50_110_0.05_0.05_2_0.2",50,110,0.05,0.05,2,0.2,0.171690640590921,0.0410948371952166,1.2463743998516,0.588507680413242,0.181880356185035,0.0525976085747785,0.598,0.0229879195327556
"571","50_110_0.05_0.05_2.5_0.2",50,110,0.05,0.05,2.5,0.2,0.275309247422059,0.0835981932030466,1.50654883938202,0.927353011264029,0.0992903410862499,0.0466057588999149,0.59,0.0289443911281232
"581","50_110_0.05_0.05_3_0.2",50,110,0.05,0.05,3,0.2,0.234300861042094,0.0950035935396912,2.14135495837034,1.02210124665,0.168779812405761,0.0573323685572089,0.58,0.02
"591","50_110_0.05_0.05_3.5_0.2",50,110,0.05,0.05,3.5,0.2,0.365204444469742,0.10303769134922,0.943706628410483,0.362551699426984,0.144432308446645,0.0597515618925956,0.566,0.0263396616868512
"601","50_110_0.05_0.05_4_0.2",50,110,0.05,0.05,4,0.2,0.24444764831241,0.0994469979198851,2.00523509359655,0.964850704662322,0.270725208669519,0.0487245854074867,0.56,0.0136626010212795
"611","50_110_0.05_0.05_4.5_0.2",50,110,0.05,0.05,4.5,0.2,0.307114610943635,0.0723519843741357,0.492228279669611,0.421489481951803,0.201541347457977,0.0536657154543439,0.532,0.0161107279647928
"621","50_110_0.05_0.05_5_0.2",50,110,0.05,0.05,5,0.2,0.44103934263153,0.108569071229731,2.44498990115297,1.16748481731251,0.0976832951442625,0.0459372233428159,0.502,0.0237486841740758
"631","50_110_0.05_0.05_5.5_0.2",50,110,0.05,0.05,5.5,0.2,0.433655019935065,0.106314252660343,1.03878107184791,0.815749688456111,0.33606306483639,0.0415863884736547,0.552,0.0248014336503177
"641","50_110_0.05_0.05_6_0.2",50,110,0.05,0.05,6,0.2,0.274643963565751,0.063837467724264,0.673971661008292,0.376791090590358,0.234863690312122,0.056446042402154,0.524,0.0349984126624178
"651","50_110_0.05_0.05_0.01_0.25",50,110,0.05,0.05,0.01,0.25,0.064003164184736,0.0104050041319302,0.501561322113322,0.186863586303284,0.18209450135826,0.0351468662611975,0.614,0.0273333333333333
"661","50_110_0.05_0.05_0.5_0.25",50,110,0.05,0.05,0.5,0.25,0.065054009511234,0.0261397850295993,1.20776191713441,0.583281367620965,0.218772562142735,0.0406800655497093,0.622,0.0217970436323624
"671","50_110_0.05_0.05_1_0.25",50,110,0.05,0.05,1,0.25,0.0259328129827569,0.00825342779705438,1.96462180199798,0.912384428485048,0.195568316781788,0.0545799856476797,0.642,0.0167199149386459
"681","50_110_0.05_0.05_1.5_0.25",50,110,0.05,0.05,1.5,0.25,0.161189947652185,0.0594300838268455,1.03286431017182,0.642994690201143,0.223319757944201,0.0391443067012325,0.64,0.0251219249085557
"691","50_110_0.05_0.05_2_0.25",50,110,0.05,0.05,2,0.25,0.269129587560279,0.0678979603392246,0.587430681975496,0.299439514721475,0.199798715097544,0.0542285001733887,0.542,0.0270719206723293
"701","50_110_0.05_0.05_2.5_0.25",50,110,0.05,0.05,2.5,0.25,0.238682389391186,0.0978358034725715,3.21204006100841,1.36604910555468,0.197347821106666,0.0582899218009487,0.542,0.0124543611281796
"711","50_110_0.05_0.05_3_0.25",50,110,0.05,0.05,3,0.25,0.223254199382288,0.0981563065080927,2.73991119009822,1.18403546117011,0.194269181290084,0.0450371048096625,0.572,0.0283156807754604
"721","50_110_0.05_0.05_3.5_0.25",50,110,0.05,0.05,3.5,0.25,0.303596602378092,0.0926114822916991,2.94490771152483,1.33187120691321,0.155601484419648,0.0561501429923157,0.564,0.0162754074876449
"731","50_110_0.05_0.05_4_0.25",50,110,0.05,0.05,4,0.25,0.328772103269639,0.0905750432647087,1.87046667455789,0.997240936831839,0.111218902621752,0.0472796899333302,0.54,0.0284409720102687
"741","50_110_0.05_0.05_4.5_0.25",50,110,0.05,0.05,4.5,0.25,0.417106670279983,0.100340503039482,2.01080164727146,0.938690659150738,0.164874013892019,0.0526984876947501,0.514,0.0171399468429099
"751","50_110_0.05_0.05_5_0.25",50,110,0.05,0.05,5,0.25,0.217885219297286,0.0679396701232684,2.26696842171388,1.12646437808489,0.239049234106298,0.0549254989287924,0.562,0.0105198225587063
"761","50_110_0.05_0.05_5.5_0.25",50,110,0.05,0.05,5.5,0.25,0.677132023365709,0.0660230435981735,0.775897172724079,0.476353750949514,0.243184116357907,0.0658796107240919,0.484,0.0199555060627944
"771","50_110_0.05_0.05_6_0.25",50,110,0.05,0.05,6,0.25,0.444042797458647,0.100323139649514,2.01154139982259,0.900056050009469,0.106577618194955,0.055166775463678,0.55,0.019832633040858
"781","50_110_0.05_0.1_0.01_0",50,110,0.05,0.1,0.01,0,0.0968591781182344,0.00590481535739304,0.113951835799442,0.042930568329211,0.00636246771972458,0.00324612364711054,0.788,0.0275196899207337
"791","50_110_0.05_0.1_0.5_0",50,110,0.05,0.1,0.5,0,0.0906589098128247,0.010605101758007,0.467045692948474,0.0922491976710533,0.0245039346609311,0.0101203963561891,0.784,0.0238140947993223
"801","50_110_0.05_0.1_1_0",50,110,0.05,0.1,1,0,0.102877821543926,0.0256465394568595,0.802720329956339,0.179140072519232,0.0397821673490016,0.0267939673946848,0.702,0.0211765068990248
"811","50_110_0.05_0.1_1.5_0",50,110,0.05,0.1,1.5,0,0.0994920714712075,0.0308307384001413,0.308801432302172,0.134782939943959,0.173557713114809,0.0401706669512081,0.668,0.0195959179422654
"821","50_110_0.05_0.1_2_0",50,110,0.05,0.1,2,0,0.148134048311868,0.050201361402138,1.16965728414019,0.752545406964969,0.186546255989166,0.0366546192933661,0.646,0.0179009621094634
"831","50_110_0.05_0.1_2.5_0",50,110,0.05,0.1,2.5,0,0.150097963184043,0.056140395297672,1.34235891375587,0.462840493718471,0.102684049580039,0.0527450294177969,0.58,0.0129957257930786
"841","50_110_0.05_0.1_3_0",50,110,0.05,0.1,3,0,0.212541327161846,0.0442275805472065,0.274497280179966,0.104473604353679,0.228004475847636,0.0435729256168908,0.634,0.0263396616868512
"851","50_110_0.05_0.1_3.5_0",50,110,0.05,0.1,3.5,0,0.235958115508383,0.0680971135503756,1.07887042951467,0.386051218159377,0.111269264063408,0.0495323379414429,0.596,0.0331729474789993
"861","50_110_0.05_0.1_4_0",50,110,0.05,0.1,4,0,0.294696403918702,0.0977843093841542,2.01083762397556,0.941970531076808,0.142339320837041,0.054572658902687,0.534,0.0234852199384114
"871","50_110_0.05_0.1_4.5_0",50,110,0.05,0.1,4.5,0,0.368321888330289,0.119016190672407,1.72867115453706,0.47491961485174,0.184659223368843,0.0563133485477637,0.53,0.0163978318349985
"881","50_110_0.05_0.1_5_0",50,110,0.05,0.1,5,0,0.434177795448068,0.0909290375298796,1.71154977446825,0.725039666500078,0.103970962274208,0.0521902848310795,0.552,0.0130639452948436
"891","50_110_0.05_0.1_5.5_0",50,110,0.05,0.1,5.5,0,0.349106204776184,0.0913770165739987,0.965064459724315,0.417057086524234,0.14926823334346,0.0524898155972072,0.552,0.0193677853951119
"901","50_110_0.05_0.1_6_0",50,110,0.05,0.1,6,0,0.296740909008616,0.108766171446179,4.36946814106383,1.42584329908545,0.129132195310727,0.0539563888873224,0.568,0.0260256283945908
"911","50_110_0.05_0.1_0.01_0.05",50,110,0.05,0.1,0.01,0.05,0.102773849094149,0.0160562078987885,0.153697538047585,0.0905447167609268,0.0349463387824287,0.0101330672404195,0.844,0.0214579692525748
"921","50_110_0.05_0.1_0.5_0.05",50,110,0.05,0.1,0.5,0.05,0.0942524699512746,0.0153350794896645,0.264818978315308,0.0500537027470398,0.0732799536565991,0.0194936046552507,0.734,0.0249532896962839
"931","50_110_0.05_0.1_1_0.05",50,110,0.05,0.1,1,0.05,0.123802199019884,0.0369710516492502,0.683308756681258,0.273345391408043,0.136068631329479,0.0352050994057096,0.664,0.0201769946005621
"941","50_110_0.05_0.1_1.5_0.05",50,110,0.05,0.1,1.5,0.05,0.123555937632704,0.0439108687121626,1.26063141191316,0.83881466958486,0.149097099538788,0.0389965208879705,0.668,0.018427033281447
"951","50_110_0.05_0.1_2_0.05",50,110,0.05,0.1,2,0.05,0.111391105462501,0.0324320253156562,0.150691520059304,0.100149804536587,0.257828851437288,0.0328515725367022,0.606,0.0173973178009332
"961","50_110_0.05_0.1_2.5_0.05",50,110,0.05,0.1,2.5,0.05,0.226165175405091,0.0743606140870466,1.36978635573253,0.505646011535666,0.146955352641419,0.0509041613368669,0.594,0.0276566246835887
"971","50_110_0.05_0.1_3_0.05",50,110,0.05,0.1,3,0.05,0.243152061282795,0.0617171717111658,1.13480664415415,0.86305114502669,0.2470632033679,0.0545452627299432,0.554,0.0279761803444764
"981","50_110_0.05_0.1_3.5_0.05",50,110,0.05,0.1,3.5,0.05,0.197480861017303,0.0555411911063209,2.00865826322959,1.331524781294,0.323325979369734,0.0408890784535265,0.526,0.0183908189655116
"991","50_110_0.05_0.1_4_0.05",50,110,0.05,0.1,4,0.05,0.195475488909847,0.0760679256667834,2.29056937780355,1.12580110224282,0.232754272046767,0.0457884113161415,0.552,0.022939534045447
"1001","50_110_0.05_0.1_4.5_0.05",50,110,0.05,0.1,4.5,0.05,0.212577274476996,0.0634247870315609,0.721349229403521,0.289727606818381,0.209383443881385,0.0587190145090535,0.582,0.0270719206723293
"1011","50_110_0.05_0.1_5_0.05",50,110,0.05,0.1,5,0.05,0.40286502570863,0.122002051848542,2.93392817085493,1.13102797673013,0.152950544117071,0.0626619657885543,0.554,0.0163435342295083
"1021","50_110_0.05_0.1_5.5_0.05",50,110,0.05,0.1,5.5,0.05,0.253554031294947,0.0510085958828219,0.797639128347326,0.357971650130071,0.164223898025121,0.054105064012034,0.572,0.0179381653960983
"1031","50_110_0.05_0.1_6_0.05",50,110,0.05,0.1,6,0.05,0.268887176061156,0.0832104031594941,0.768644885428015,0.345525978498332,0.20026134850829,0.0507832121299977,0.57,0.0169312334656004
"1041","50_110_0.05_0.1_0.01_0.1",50,110,0.05,0.1,0.01,0.1,0.107330452846213,0.0141467337904153,0.10482283671864,0.0704182076315497,0.111849910392565,0.0205454472500744,0.688,0.0310125422656347
"1051","50_110_0.05_0.1_0.5_0.1",50,110,0.05,0.1,0.5,0.1,0.0641835262762553,0.0191261084963845,1.14940824513243,0.702429428416727,0.0826845656228334,0.0239464528175481,0.768,0.0204830553276496
"1061","50_110_0.05_0.1_1_0.1",50,110,0.05,0.1,1,0.1,0.0589934848972048,0.0185373537020658,0.446372867451427,0.297254794249901,0.192938120164444,0.0300516300639229,0.638,0.029280255007997
"1071","50_110_0.05_0.1_1.5_0.1",50,110,0.05,0.1,1.5,0.1,0.136184672058528,0.0471306537645649,1.81403618705052,0.997089863300053,0.129709433244109,0.0468779688378492,0.642,0.0209655802580218
"1081","50_110_0.05_0.1_2_0.1",50,110,0.05,0.1,2,0.1,0.0690724374229642,0.0240160262475754,1.41647773126978,0.941985572540796,0.236790836187922,0.0443543545996306,0.616,0.0170749979664876
"1091","50_110_0.05_0.1_2.5_0.1",50,110,0.05,0.1,2.5,0.1,0.324537436613536,0.109506963570428,1.90595883321964,0.777386618465107,0.146403943697061,0.052322411033951,0.594,0.0299703557239854
"1101","50_110_0.05_0.1_3_0.1",50,110,0.05,0.1,3,0.1,0.321532500264626,0.0705104825780737,1.17960196262774,0.699247198532801,0.175162027768862,0.0573969416161862,0.552,0.0158324561160506
"1111","50_110_0.05_0.1_3.5_0.1",50,110,0.05,0.1,3.5,0.1,0.295377287941205,0.111542255222143,1.3207401541773,0.904402878265929,0.29001276011807,0.0430533597335522,0.556,0.027292652653945
"1121","50_110_0.05_0.1_4_0.1",50,110,0.05,0.1,4,0.1,0.25220182917755,0.0897734984867538,1.15870109935813,0.70531375397239,0.244059461022545,0.056065950615943,0.578,0.014742229591664
"1131","50_110_0.05_0.1_4.5_0.1",50,110,0.05,0.1,4.5,0.1,0.423436295832399,0.0744752151280252,1.56574879532183,0.935628380960242,0.161518092742012,0.0475550146110926,0.562,0.0198774020211674
"1141","50_110_0.05_0.1_5_0.1",50,110,0.05,0.1,5,0.1,0.320890299133871,0.0975513316146432,0.832777056568164,0.400162750598675,0.280223198761165,0.054071263300964,0.538,0.0224003968218819
"1151","50_110_0.05_0.1_5.5_0.1",50,110,0.05,0.1,5.5,0.1,0.356886847704567,0.0897049945087778,1.61902956360509,0.952492067079552,0.242287313248785,0.0587012989311601,0.536,0.018086213288334
"1161","50_110_0.05_0.1_6_0.1",50,110,0.05,0.1,6,0.1,0.506638130555154,0.0694381070123478,1.79856303861994,0.942441897726755,0.0674240431941907,0.0426150435873766,0.522,0.0320347034046239
"1171","50_110_0.05_0.1_0.01_0.15",50,110,0.05,0.1,0.01,0.15,0.0942157526526639,0.00897701536830404,0.0923338337884938,0.0824403378605681,0.157142868052259,0.0231792075455139,0.73,0.0171917292776368
"1181","50_110_0.05_0.1_0.5_0.15",50,110,0.05,0.1,0.5,0.15,0.138565470930772,0.0231395150492791,0.377514343141328,0.112118086918571,0.0912768256235669,0.0240525590133736,0.752,0.0181842422626478
"1191","50_110_0.05_0.1_1_0.15",50,110,0.05,0.1,1,0.15,0.122056711727031,0.0371166887652256,1.66620440177349,0.954169624114494,0.125797892186572,0.0403945681546196,0.656,0.0185711843695788
"1201","50_110_0.05_0.1_1.5_0.15",50,110,0.05,0.1,1.5,0.15,0.248164736915379,0.0635909006260576,1.17061626141643,0.85903318933828,0.120298932232884,0.0424786078390403,0.63,0.0238979311052466
"1211","50_110_0.05_0.1_2_0.15",50,110,0.05,0.1,2,0.15,0.149880931400249,0.0517588615914306,2.38104365367238,1.02533355610184,0.145946676029449,0.049682180253825,0.586,0.0249532896962839
"1221","50_110_0.05_0.1_2.5_0.15",50,110,0.05,0.1,2.5,0.15,0.40457363816032,0.0883932954602491,0.0939438263328518,0.0702652356571125,0.282786540649684,0.0499995878808704,0.584,0.0210396451174127
"1231","50_110_0.05_0.1_3_0.15",50,110,0.05,0.1,3,0.15,0.291183237373265,0.102394971753702,1.07298323250906,0.537860273416441,0.171231870084946,0.0540960103368593,0.62,0.0176383420737639
"1241","50_110_0.05_0.1_3.5_0.15",50,110,0.05,0.1,3.5,0.15,0.29029355578213,0.06189503206429,0.160362420068876,0.158428333186259,0.306213715360255,0.0532466622616346,0.542,0.0177513692742591
"1251","50_110_0.05_0.1_4_0.15",50,110,0.05,0.1,4,0.15,0.185219764001704,0.0905222345541498,2.45194258527775,0.897831034023241,0.21080149029834,0.0593247644947009,0.568,0.0202649122047609
"1261","50_110_0.05_0.1_4.5_0.15",50,110,0.05,0.1,4.5,0.15,0.444577751788326,0.0990769356047293,1.25733271139326,0.87496174934372,0.228974957870989,0.0635303213271879,0.514,0.0234852199384114
"1271","50_110_0.05_0.1_5_0.15",50,110,0.05,0.1,5,0.15,0.396508699262405,0.0811820302440109,2.15351423135607,1.17779094344178,0.217497256736348,0.0664310841712545,0.524,0.0192757763930679
"1281","50_110_0.05_0.1_5.5_0.15",50,110,0.05,0.1,5.5,0.15,0.24428179756433,0.112400696750877,2.67056610351403,1.26759461506231,0.23822143946112,0.0452232281180587,0.59,0.0146818103636968
"1291","50_110_0.05_0.1_6_0.15",50,110,0.05,0.1,6,0.15,0.492853520330571,0.105917413276308,1.71132977845614,0.984456540507528,0.156209508344837,0.0531091676182669,0.524,0.0203960780543711
"1301","50_110_0.05_0.1_0.01_0.2",50,110,0.05,0.1,0.01,0.2,0.0696295413207289,0.0226073161877974,0.0811515537729194,0.0380496837298372,0.200905512670426,0.0244536915407794,0.692,0.0321385887818505
"1311","50_110_0.05_0.1_0.5_0.2",50,110,0.05,0.1,0.5,0.2,0.0790468454579271,0.0141227850536941,0.549377994963723,0.331917856084312,0.217266438781442,0.0382950167840717,0.666,0.0173973178009332
"1321","50_110_0.05_0.1_1_0.2",50,110,0.05,0.1,1,0.2,0.209699452855485,0.0665013415887433,1.31700667546926,0.735034447148083,0.0895728627117792,0.0400973943753592,0.63,0.0166666666666667
"1331","50_110_0.05_0.1_1.5_0.2",50,110,0.05,0.1,1.5,0.2,0.133580305274618,0.0573313835429246,1.51924426799645,0.980884653671339,0.228025500281704,0.0545232925620537,0.608,0.0242578738648803
"1341","50_110_0.05_0.1_2_0.2",50,110,0.05,0.1,2,0.2,0.254459875918276,0.0868577365579414,2.64693530873576,1.28647574510599,0.208957744738789,0.0452535100465426,0.602,0.0283548937575156
"1351","50_110_0.05_0.1_2.5_0.2",50,110,0.05,0.1,2.5,0.2,0.263890133012758,0.0808967534415799,0.869528721875595,0.431202174141592,0.184928948122367,0.0556855720854782,0.554,0.027495454169735
"1361","50_110_0.05_0.1_3_0.2",50,110,0.05,0.1,3,0.2,0.400548823082266,0.0791718488962764,0.885851145941861,0.58405980322068,0.199747207141923,0.0525721113966857,0.53,0.0238979311052466
"1371","50_110_0.05_0.1_3.5_0.2",50,110,0.05,0.1,3.5,0.2,0.373000316748886,0.0619900833310187,0.800737650422187,0.672555201361279,0.210979737253149,0.0555875576421088,0.536,0.0303754286663854
"1381","50_110_0.05_0.1_4_0.2",50,110,0.05,0.1,4,0.2,0.348098258676832,0.0856253010103185,0.0612843870722768,0.0342379246831956,0.304251013363558,0.0412164376814392,0.536,0.0201769946005621
"1391","50_110_0.05_0.1_4.5_0.2",50,110,0.05,0.1,4.5,0.2,0.553806791620092,0.0830558257017272,0.621683615064253,0.463088313149571,0.238775265169478,0.0519582024118229,0.518,0.0213853532431273
"1401","50_110_0.05_0.1_5_0.2",50,110,0.05,0.1,5,0.2,0.416689263948893,0.0758843180102911,0.290787422059473,0.234864486828411,0.21848431189047,0.0565712470345551,0.526,0.0278168613933668
"1411","50_110_0.05_0.1_5.5_0.2",50,110,0.05,0.1,5.5,0.2,0.417557093939065,0.0528346406987745,1.09475531014231,0.992367760203042,0.217300834876175,0.0530458971321786,0.496,0.0157197681634021
"1421","50_110_0.05_0.1_6_0.2",50,110,0.05,0.1,6,0.2,0.301347998085899,0.0710838914485874,1.8490240440367,0.9118442721403,0.237816971356986,0.056393990263629,0.526,0.017650936393165
"1431","50_110_0.05_0.1_0.01_0.25",50,110,0.05,0.1,0.01,0.25,0.059753485208442,0.0159209563262663,0.831459978051883,0.547817544320796,0.172561183499647,0.0318243365875631,0.668,0.0273577127049109
"1441","50_110_0.05_0.1_0.5_0.25",50,110,0.05,0.1,0.5,0.25,0.123122684016484,0.0532226913887439,1.25842183436334,0.436449555975892,0.102498413892449,0.0422204710328052,0.636,0.0201769946005621
"1451","50_110_0.05_0.1_1_0.25",50,110,0.05,0.1,1,0.25,0.31586203003251,0.0671674257788208,1.15580494140996,0.600461592786156,0.17441999565022,0.0591909296951015,0.522,0.0177513692742591
"1461","50_110_0.05_0.1_1.5_0.25",50,110,0.05,0.1,1.5,0.25,0.388228146639419,0.103712971836836,1.91532727624252,0.796820604943624,0.139485216785129,0.0522497398920622,0.574,0.0234852199384114
"1471","50_110_0.05_0.1_2_0.25",50,110,0.05,0.1,2,0.25,0.416425915988243,0.102463671744806,2.02247199527388,1.05012167376765,0.206652061024956,0.0573329257020506,0.572,0.0174355957741627
"1481","50_110_0.05_0.1_2.5_0.25",50,110,0.05,0.1,2.5,0.25,0.409410993143834,0.111356374599411,2.80561339572936,1.27342816726177,0.183861518986285,0.0555790109087352,0.536,0.018086213288334
"1491","50_110_0.05_0.1_3_0.25",50,110,0.05,0.1,3,0.25,0.314281447171177,0.0728966226135155,1.29971293299291,0.43521709167099,0.193376503346494,0.055290555804238,0.564,0.0185711843695788
"1501","50_110_0.05_0.1_3.5_0.25",50,110,0.05,0.1,3.5,0.25,0.405009301977845,0.101205502192462,1.30403094913686,0.380063122217764,0.120096957110024,0.0519049703176872,0.548,0.0130639452948436
"1511","50_110_0.05_0.1_4_0.25",50,110,0.05,0.1,4,0.25,0.412414726386971,0.0954775880919953,2.163076230203,0.833031197702759,0.133211757166847,0.0538692570802038,0.54,0.0234757558155453
"1521","50_110_0.05_0.1_4.5_0.25",50,110,0.05,0.1,4.5,0.25,0.303342111808582,0.101564017456662,2.42021196912426,1.25726466309815,0.213493153698424,0.0572854843270242,0.544,0.0232474610322169
"1531","50_110_0.05_0.1_5_0.25",50,110,0.05,0.1,5,0.25,0.383807416549974,0.115194906362536,2.60583272102493,1.04528371920412,0.162891533108368,0.0542252574571483,0.534,0.0197877627728744
"1541","50_110_0.05_0.1_5.5_0.25",50,110,0.05,0.1,5.5,0.25,0.393527997311911,0.118925693534604,3.4234728587894,1.0707817907727,0.162994751800493,0.0533815969141964,0.544,0.0208273324690844
"1551","50_110_0.05_0.1_6_0.25",50,110,0.05,0.1,6,0.25,0.40228829508751,0.098316764150558,2.34490749309005,1.24258414863471,0.167702140631642,0.0537019299797147,0.498,0.0198774020211674
"1561","50_110_0.05_0.15_0.01_0",50,110,0.05,0.15,0.01,0,0.14260159986229,0.00961451813508235,0.100959678197399,0.0438802531145148,0.00612262260651666,0.00311736035912638,0.854,0.0186309181499762
"1571","50_110_0.05_0.15_0.5_0",50,110,0.05,0.15,0.5,0,0.150207989395116,0.0227551324765327,0.319686045843348,0.0920840913277205,0.0509538698053415,0.0207884267400153,0.754,0.0240462517291619
"1581","50_110_0.05_0.15_1_0",50,110,0.05,0.15,1,0,0.138118836788638,0.0426168923905004,0.281658434109251,0.112165887037025,0.180082569975431,0.0284025199620902,0.61,0.0177012240631357
"1591","50_110_0.05_0.15_1.5_0",50,110,0.05,0.15,1.5,0,0.17189348279072,0.0500894893761091,0.515911155310045,0.200828973081122,0.17586509633042,0.0513288599121438,0.59,0.0233333333333333
"1601","50_110_0.05_0.15_2_0",50,110,0.05,0.15,2,0,0.200482277409504,0.0685280953780979,0.853001794860652,0.520522891345756,0.227240373432449,0.0534750130143109,0.586,0.0160692943909253
"1611","50_110_0.05_0.15_2.5_0",50,110,0.05,0.15,2.5,0,0.477785232653826,0.0851056497190526,0.622125479467426,0.403205639050183,0.285162583756583,0.0495719071499692,0.57,0.0134164078649987
"1621","50_110_0.05_0.15_3_0",50,110,0.05,0.15,3,0,0.215012476836479,0.0520567522940096,2.03322330682824,1.06055851136982,0.202229427304206,0.0505722219276809,0.554,0.0136788563524555
"1631","50_110_0.05_0.15_3.5_0",50,110,0.05,0.15,3.5,0,0.39668100856001,0.0468141886314126,0.010662715096705,0.00440724917539015,0.329355753320701,0.0413774382962967,0.534,0.0173973178009332
"1641","50_110_0.05_0.15_4_0",50,110,0.05,0.15,4,0,0.567554311161143,0.125008158565466,0.910212383232918,0.383848811188373,0.183892677733431,0.054834030898501,0.542,0.0225979350089044
"1651","50_110_0.05_0.15_4.5_0",50,110,0.05,0.15,4.5,0,0.331785203892964,0.0638456088386093,0.918404380527226,0.635803120632645,0.239865838768952,0.0536555832517914,0.57,0.0237112256583716
"1661","50_110_0.05_0.15_5_0",50,110,0.05,0.15,5,0,0.350172187427885,0.107809814587229,2.3432908883798,1.099228525346,0.187441427930746,0.0572647428480689,0.54,0.0245854518861144
"1671","50_110_0.05_0.15_5.5_0",50,110,0.05,0.15,5.5,0,0.313884460085395,0.097509656933244,0.96205024786634,0.515131797915986,0.247123209142036,0.0556017784424787,0.53,0.0317280107581088
"1681","50_110_0.05_0.15_6_0",50,110,0.05,0.15,6,0,0.257912194786985,0.0811051135348656,0.984089281343657,0.725621099162333,0.293089985803801,0.0513697778583318,0.566,0.0217153299665364
"1691","50_110_0.05_0.15_0.01_0.05",50,110,0.05,0.15,0.01,0.05,0.158849514641352,0.0121181628492433,0.0675772106372445,0.0241913991927761,0.0567912799704016,0.00904902481996664,0.782,0.0239350974280217
"1701","50_110_0.05_0.15_0.5_0.05",50,110,0.05,0.15,0.5,0.05,0.194037572516455,0.0281432433989498,0.204943987066935,0.074851638510122,0.0802675523150067,0.0269845773509222,0.718,0.0222011010737956
"1711","50_110_0.05_0.15_1_0.05",50,110,0.05,0.15,1,0.05,0.0979978242129335,0.0498622905422628,1.42370037635124,0.754301277083942,0.132716390297783,0.0451291268223869,0.642,0.0269072480941474
