ID,trial,block,sigma,H_true,H_subjective,noise_in_DV,lapse_rate,pct
AE03LUY7RH400,T2,1,33,0.05,0.585202113135632,0.0111271642649285,0.00502512016236062,97.9899497487437
AE03LUY7RH400,T2,3,33,0.2,0.50017038911852,0.00737300599228964,0.00499999375876352,98
AE03LUY7RH400,T2,5,33,0.95,0.396070099563115,0.398406639054551,0.00507324222018074,98.5
AE03LUY7RH400,T2,2,140,0.05,0.104447657460419,0.727656555755213,0.0185337897840047,92
AE03LUY7RH400,T2,4,140,0.2,0.137268603947313,0.948598555806337,1.05726151211068e-07,76
AE03LUY7RH400,T2,6,140,0.95,0.495933512681775,0.090135713748232,0.164476209041319,60
AETIZKQNUSBLB,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
AETIZKQNUSBLB,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AETIZKQNUSBLB,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
AETIZKQNUSBLB,T1,6,140,0.95,0.492561644703607,0.0265831881456205,0.00549807119979084,68
AETIZKQNUSBLB,T1,2,140,0.05,0.157934850344561,0.572051009776595,0.0170921272013586,85
AETIZKQNUSBLB,T1,4,140,0.2,0.00141680779457188,4.14914625272031,4.08371761951841e-05,70.5
AETIZKQNUSBLB,T2,3,33,0.2,0.0228032400770271,0.0313272590410714,1.00080402058588e-07,98.9949748743718
AETIZKQNUSBLB,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AETIZKQNUSBLB,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
AETIZKQNUSBLB,T2,6,140,0.95,0.955593430645497,0.353565772157219,0.079252709648421,88
AETIZKQNUSBLB,T2,2,140,0.05,0.100853277708805,0.664344858889352,0.0476177256408251,91
AETIZKQNUSBLB,T2,4,140,0.2,0.123526110348778,0.945010404850953,1.06837729740377e-07,75.5
AHEJHFN0VV6E3,T1,3,33,0.2,0.271858795848701,0.0147099338745208,1.10053783826896e-07,98.9949748743718
AHEJHFN0VV6E3,T1,1,33,0.05,0.585242644867937,0.0111346328195372,0.0149999970156272,97
AHEJHFN0VV6E3,T1,5,33,0.95,0.395653948817788,0.399130753232172,0.010141692564777,98
AHEJHFN0VV6E3,T1,6,140,0.95,0.551956952151615,0.345837932390451,1.11125010821628e-07,69.5
AHEJHFN0VV6E3,T1,2,140,0.05,0.44354394610289,0.396837087989825,1.79351638848768e-07,68
AHEJHFN0VV6E3,T1,4,140,0.2,0.43565206848131,0.314143500925775,1.27358512718855e-07,70.5
AHEJHFN0VV6E3,T2,3,33,0.2,0.500000625215935,0.00732860522364125,0.010050245373467,97.4874371859297
AHEJHFN0VV6E3,T2,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
AHEJHFN0VV6E3,T2,5,33,0.95,0.396070333865912,0.398426188617437,0.00507321177961017,98.5
AHEJHFN0VV6E3,T2,6,140,0.95,0.517135778292798,0.386751395796669,1.07427744310564e-07,68
AHEJHFN0VV6E3,T2,2,140,0.05,0.482582040160659,0.304108900610668,1.067389750218e-07,67
AHEJHFN0VV6E3,T2,4,140,0.2,0.452012041755966,0.578123699697,0.00549117688467652,66.5
AHV4U78TUUDKI,T1,2,140,0.05,0.473130739430605,0.155949143333887,1.18584164967056e-07,73.3668341708543
AHV4U78TUUDKI,T1,4,140,0.2,0.466429678653265,0.293668011515843,1.07006444276148e-07,70.5
AHV4U78TUUDKI,T1,6,140,0.95,0.553656559482344,0.191375409106353,1.1101977731673e-07,66
AHV4U78TUUDKI,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
AHV4U78TUUDKI,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
AHV4U78TUUDKI,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
AHV4U78TUUDKI,T2,2,140,0.05,0.174914122319271,0.564402215031727,0.0201034875545803,84.9246231155779
AHV4U78TUUDKI,T2,4,140,0.2,0.257970656144957,0.668361960922274,1.36965780206331e-07,74.5
AHV4U78TUUDKI,T2,6,140,0.95,0.459852564178154,0.184749864368339,0.0333377304594089,62.5
AHV4U78TUUDKI,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AHV4U78TUUDKI,T2,3,33,0.2,0.578346928211453,0.399014501566955,1.10313122360181e-07,98
AHV4U78TUUDKI,T2,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
AJNQ2PBD07FKE,T1,3,33,0.2,0.271858795848701,0.0147099338745208,1.10053783826896e-07,98.9949748743718
AJNQ2PBD07FKE,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AJNQ2PBD07FKE,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
AJNQ2PBD07FKE,T1,6,140,0.95,0.487592419854408,0.046758309388277,0.00720015323567905,67.5
AJNQ2PBD07FKE,T1,2,140,0.05,0.473635168816948,0.0774462047107023,1.00116385905562e-07,71.5
AJNQ2PBD07FKE,T1,4,140,0.2,0.410097784436869,0.052125854281103,0.0276022922098598,70
AJNQ2PBD07FKE,T2,3,33,0.2,0.271858795848701,0.0147099338745208,1.10053783826896e-07,98.9949748743718
AJNQ2PBD07FKE,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AJNQ2PBD07FKE,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
AJNQ2PBD07FKE,T2,6,140,0.95,0.479723935769506,0.0573661906955462,1.02607869531211e-07,70
AJNQ2PBD07FKE,T2,2,140,0.05,0.52240134614568,0.0537873921636694,1.02425586796451e-07,70.5
AJNQ2PBD07FKE,T2,4,140,0.2,0.457573357884307,0.070288914793561,1.0660298812568e-07,71
AJZBAP861F6X1,T1,2,140,0.05,0.338900443193143,0.236361993835962,0.0749207181145596,79.8994974874372
AJZBAP861F6X1,T1,4,140,0.2,6.72745957089535e-12,9.89029679428264,0.0310609564713939,59
AJZBAP861F6X1,T1,6,140,0.95,5.12578553955967e-11,5.61654801729359,0.357522580495937,49.5
AJZBAP861F6X1,T1,1,33,0.05,0.337813185892729,0.0557582445649312,0.225000020101355,76.5
AJZBAP861F6X1,T1,3,33,0.2,0.00423945746780403,0.00447751235986005,0.0949999937136948,89.5
AJZBAP861F6X1,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
AJZBAP861F6X1,T2,2,140,0.05,0.123057273050268,0.600390458446395,1.09010574070255e-07,80.9045226130653
AJZBAP861F6X1,T2,4,140,0.2,0.0146044036720966,1.68689554358268,1.04869873492442e-07,69
AJZBAP861F6X1,T2,6,140,0.95,0.959373624920311,0.555476552331919,0.0795411516477397,84
AJZBAP861F6X1,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AJZBAP861F6X1,T2,3,33,0.2,0.10189165089875,0.0510228936483492,0.00499999375789046,99
AJZBAP861F6X1,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
AKX5RHHO8BIUX,T1,2,140,0.05,0.443932022607728,0.10896198523898,0.0955561334565754,68.8442211055276
AKX5RHHO8BIUX,T1,4,140,0.2,0.443737526267675,0.161752542051157,0.0544848362455233,69
AKX5RHHO8BIUX,T1,6,140,0.95,0.471506019597771,0.0925718254579234,0.0259875920939857,66
AKX5RHHO8BIUX,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
AKX5RHHO8BIUX,T1,3,33,0.2,0.500064680775632,0.00733702308699436,0.00499999381695519,98
AKX5RHHO8BIUX,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
AKX5RHHO8BIUX,T2,2,140,0.05,0.506599269467238,0.101291943968267,0.0255330362012117,67.8391959798995
AKX5RHHO8BIUX,T2,4,140,0.2,0.476308362536637,0.0916230606241694,0.0236073757612255,70
AKX5RHHO8BIUX,T2,6,140,0.95,0.480505787031539,0.138401010356142,1.15570924713406e-07,67
AKX5RHHO8BIUX,T2,1,33,0.05,0.336740454738798,0.0439699805761434,0.0399999934305028,95
AKX5RHHO8BIUX,T2,3,33,0.2,0.658958995373178,0.0109005408427338,1.09999998669453e-07,98
AKX5RHHO8BIUX,T2,5,33,0.95,0.839493407776149,0.123543216573628,0.00500155420006055,99.5
AMC42JMQA8A5U,T1,6,140,0.95,0.502434019404554,0.126384365902958,0.0892135388404298,63.3165829145729
AMC42JMQA8A5U,T1,2,140,0.05,0.494626981007809,0.197822239157253,0.00225588683306104,72.5
AMC42JMQA8A5U,T1,4,140,0.2,0.508091294248216,0.344071864018073,1.26722259812011e-07,70
AMC42JMQA8A5U,T1,3,33,0.2,0.499853798185527,0.00732535902045023,0.00499999382080857,98
AMC42JMQA8A5U,T1,1,33,0.05,0.585258460465943,0.0109885847099929,0.00499999373768912,98
AMC42JMQA8A5U,T1,5,33,0.95,0.603289197629099,0.522789678069358,0.00506283335119422,99
AMC42JMQA8A5U,T2,6,140,0.95,0.464248368441786,0.154630508744272,0.041476695653721,64.8241206030151
AMC42JMQA8A5U,T2,2,140,0.05,0.167805570420852,0.61629264604409,0.0176390106824453,83
AMC42JMQA8A5U,T2,4,140,0.2,0.303351626280964,0.433475931552044,0.128435794650382,68
AMC42JMQA8A5U,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
AMC42JMQA8A5U,T2,1,33,0.05,0.0487781574958474,0.0994792119026568,1.01999999914725e-07,99.5
AMC42JMQA8A5U,T2,5,33,0.95,0.603289197629099,0.522789678069358,0.00506283335119422,99
AR1IWBDA7MC86,T1,3,33,0.2,0.271858795848701,0.0147099338745208,1.10053783826896e-07,98.9949748743718
AR1IWBDA7MC86,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AR1IWBDA7MC86,T1,5,33,0.95,0.839591968081093,0.123658133384793,0.00500155921709881,99.5
AR1IWBDA7MC86,T1,6,140,0.95,0.504794184121499,0.0947896755579363,0.0490489648507212,72
AR1IWBDA7MC86,T1,2,140,0.05,0.204826189322429,0.548043054270703,0.0390737897356147,78
AR1IWBDA7MC86,T1,4,140,0.2,0.000938409041285314,4.76834709602004,9.68516578282606e-06,71
AR1IWBDA7MC86,T2,2,140,0.05,0.108451648429685,0.746310026445945,0.0192327035073415,91.4572864321608
AR1IWBDA7MC86,T2,4,140,0.2,0.086115368343191,1.24299781594286,7.73804564924918e-07,74.5
AR1IWBDA7MC86,T2,6,140,0.95,0.980600007737894,1.30282248812617,5.81097484605176e-07,86
AR1IWBDA7MC86,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AR1IWBDA7MC86,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
AR1IWBDA7MC86,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
AS9E0S6DBSWH7,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
AS9E0S6DBSWH7,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AS9E0S6DBSWH7,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
AS9E0S6DBSWH7,T1,6,140,0.95,0.447231204489607,0.0239095787843806,1.10880463988271e-07,67.5
AS9E0S6DBSWH7,T1,2,140,0.05,0.487766418069776,0.0586230125718688,1.11242399132493e-07,70.5
AS9E0S6DBSWH7,T1,4,140,0.2,0.4293421336271,0.0650157840116966,1.02846470434955e-07,69.5
AS9E0S6DBSWH7,T2,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
AS9E0S6DBSWH7,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
AS9E0S6DBSWH7,T2,5,33,0.95,0.603289209680902,0.522789726768243,0.0050628333399586,99
AS9E0S6DBSWH7,T2,6,140,0.95,0.483489000353678,0.0732195274788483,1.12771524794527e-07,67
AS9E0S6DBSWH7,T2,2,140,0.05,0.486538533310624,0.0879433089443318,0.00461423138901866,71
AS9E0S6DBSWH7,T2,4,140,0.2,0.5190724930058,0.00025545601135597,0.024999994035349,68.5
ASWZO1WY1UHEP,T1,3,33,0.2,0.69560762686682,0.0159915604061772,1.1015245345438e-07,98.4924623115578
ASWZO1WY1UHEP,T1,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
ASWZO1WY1UHEP,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
ASWZO1WY1UHEP,T1,6,140,0.95,0.49611905142545,0.268988221582161,0.0277085071396936,65.5
ASWZO1WY1UHEP,T1,2,140,0.05,0.506202231028659,0.354494018295328,1.21998239460547e-07,69.5
ASWZO1WY1UHEP,T1,4,140,0.2,0.511002276315167,0.0804940385510914,1.12904212535158e-07,68
ASWZO1WY1UHEP,T2,1,33,0.05,0.743361975209003,0.693229782984484,1.10993950675186e-07,97.4874371859297
ASWZO1WY1UHEP,T2,3,33,0.2,0.712343934519636,0.735302488980981,0.00541761965809868,96.5
ASWZO1WY1UHEP,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
ASWZO1WY1UHEP,T2,2,140,0.05,0.477629929935024,0.118061555238665,0.0716477282057797,72
ASWZO1WY1UHEP,T2,4,140,0.2,0.447932711745031,0.0832494520262054,0.00931462386320947,67.5
ASWZO1WY1UHEP,T2,6,140,0.95,0.489229319246117,0.123752791452166,0.00789454834543625,67
AXQWKUJF7SQXP,T1,2,140,0.05,0.193432430309223,0.595949231595332,0.0221186472230753,81.9095477386935
AXQWKUJF7SQXP,T1,4,140,0.2,0.000705180358469633,4.51172962672451,6.84668077771423e-07,65
AXQWKUJF7SQXP,T1,6,140,0.95,5.76269859788715e-06,9.61085670127152,7.7681042179648e-06,61
AXQWKUJF7SQXP,T1,1,33,0.05,0.683523085387228,0.366328899211296,1.00101943096536e-07,98
AXQWKUJF7SQXP,T1,3,33,0.2,0.4086933512659,0.645445275708778,0.00524302861878759,97.5
AXQWKUJF7SQXP,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
AXQWKUJF7SQXP,T2,2,140,0.05,0.306250677426846,0.357085509554432,0.00855930170520692,76.8844221105528
AXQWKUJF7SQXP,T2,4,140,0.2,0.11382759318441,0.645479234444496,0.0476544583688135,72.5
AXQWKUJF7SQXP,T2,6,140,0.95,0.414628872521806,0.226874212661325,1.06424459388385e-07,63.5
AXQWKUJF7SQXP,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
AXQWKUJF7SQXP,T2,3,33,0.2,0.245950699171666,0.67945806040594,1.02081388410005e-07,98.5
AXQWKUJF7SQXP,T2,5,33,0.95,0.713332998855168,1.44460771016568,1.03018100390718e-07,99
AY45B0YHI4TUP,T1,1,33,0.05,0.0637208322022853,0.0655570265936737,0.120603006169456,87.4371859296482
AY45B0YHI4TUP,T1,3,33,0.2,0.165223738709826,1.35665617928977,0.00595286456265644,97.5
AY45B0YHI4TUP,T1,5,33,0.95,0.609232950820551,0.520087610957907,0.0607186111995934,93.5
AY45B0YHI4TUP,T1,2,140,0.05,0.145486509803963,0.549733612438331,0.0377565600391913,84
AY45B0YHI4TUP,T1,4,140,0.2,0.061183936835039,1.16701928541527,0.0704559851789697,71.5
AY45B0YHI4TUP,T1,6,140,0.95,0.991802781970278,0.00922299053344684,0.159991996698356,82.5
AY45B0YHI4TUP,T2,1,33,0.05,0.585322896319406,0.0112006943134935,0.0150753709762975,96.9849246231156
AY45B0YHI4TUP,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
AY45B0YHI4TUP,T2,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
AY45B0YHI4TUP,T2,2,140,0.05,0.119281198400533,0.768298259864309,0.0289346599720446,88.5
AY45B0YHI4TUP,T2,4,140,0.2,0.0844048298955194,1.20040435180595,1.07439575236416e-07,71
AY45B0YHI4TUP,T2,6,140,0.95,0.964946497999491,0.242023265398466,0.0961855182379544,86.5
