subID,N,sigma,H_true,H_subj,H_subj_EST,noise_in_DV,lapse_rate,pct
sim1001600510000,100,160,0.05,1,0.99980035718349,0.00178373551256163,0.0099999955571142,52
sim100160950000,100,160,0.95,0,0.614655256413905,6.44932159793677,0.499999984465717,49
sim100160950500,100,160,0.95,0.05,0.0372711000417805,1.38098845213934,4.71654321633149e-07,42
sim100160951000,100,160,0.95,0.1,0.0804540904777535,0.750310566369185,1.10208139700254e-07,49
sim100160951500,100,160,0.95,0.15,0.0623683265641464,1.14291238114761,1.98846897783337e-07,36
sim100160952000,100,160,0.95,0.2,0.0910927194508643,1.03813379499818,0.0124616353982754,43
sim100160952500,100,160,0.95,0.25,0.0627074129234695,1.35546833569575,4.20238980185488e-07,36
sim100160953000,100,160,0.95,0.3,0.0806903055994468,0.532933844589882,0.109493993641195,43
sim100160953500,100,160,0.95,0.35,0.0756296480823904,1.70824041258642,0.113660519899009,40
sim100160954000,100,160,0.95,0.4,0.0762176250769425,3.76950840635202,1.52216001749394e-06,37
sim100160954500,100,160,0.95,0.45,0.0541184866832922,2.05722223724419,1.6028592330113e-07,36
sim100160955000,100,160,0.95,0.5,0.959539482452003,9.70943885260232,3.37378460638107e-05,61
sim100160955500,100,160,0.95,0.55,0.909077078942298,1.62336592260567,1.83949608109218e-07,61
sim100160956000,100,160,0.95,0.6,0.930226903961164,1.73726033483638,1.37695815222504e-07,62
sim100160956500,100,160,0.95,0.65,0.896031822914558,1.31018321905565,1.61617034144442e-07,64
sim100160957000,100,160,0.95,0.7,0.999999986154103,9.03936068820927,0.0613390820163622,68
sim100160957500,100,160,0.95,0.75,0.922700624015256,1.09151635914409,1.17929477628698e-07,64
sim100160958000,100,160,0.95,0.8,0.940944280887254,1.34298403105818,5.64980440804354e-07,71
sim100160958500,100,160,0.95,0.85,0.932841431814444,0.763570933098167,2.23886687898998e-07,68
sim100160959000,100,160,0.95,0.9,0.928859298140562,0.755594446682154,1.26926963431893e-07,78
sim100160959500,100,160,0.95,0.95,0.959882273269798,0.954386146632499,1.20704670909906e-07,64
sim1001609510000,100,160,0.95,1,0.999999999999997,0.853494767120235,1.06035101855505e-07,45
sim150030050000,150,30,0.05,0,0.000120876004963322,4.58544880691051,0.25094780200911,73.3333333333333
sim150030050500,150,30,0.05,0.05,3.12504952052855e-10,1.69221360772354,0.118352829629723,96.6666666666667
sim150030051000,150,30,0.05,0.1,1.79287070298505e-08,2.80603410490277,0.00750389937516507,94.6666666666667
sim150030051500,150,30,0.05,0.15,3.12879412987389e-08,1.24982205793634,0.0142646913091909,96
sim150030052000,150,30,0.05,0.2,6.39788168754102e-10,4.34665914072284,0.000211288075190151,92.6666666666667
sim150030052500,150,30,0.05,0.25,1.03763084253148e-06,0.0587530440144871,0.019999994591907,94.6666666666667
sim150030053000,150,30,0.05,0.3,2.21056264702184e-09,0.0527127320294289,0.0976877173305644,94.6666666666667
sim150030053500,150,30,0.05,0.35,0.336403218134438,0.161406237925052,0.0266666602181485,97.3333333333333
sim150030054000,150,30,0.05,0.4,0.266726827590744,0.115218718778748,0.0133333275093683,98.6666666666667
sim150030054500,150,30,0.05,0.45,8.94372396419727e-09,0.0253051386315858,0.0153932281328678,94.6666666666667
sim150030055000,150,30,0.05,0.5,0.523886289459103,5.89220350726544,0.499998450906542,22.6666666666667
